title,clue,date,year,answer,unique,day
 ,"Give up out of frustration, in slang", April 23, 2016,RAGEQUIT,False, Saturday
 ,Person with pressing things to do?, April 23, 2016,GYMRAT,True, Saturday
 ,[Shrug], April 23, 2016,OHIDUNNO,False, Saturday
 ,Very much, April 23, 2016,SORELY,False, Saturday
 ,Exile, April 23, 2016,SENDAWAY,False, Saturday
 ,Blogging site owned by Yahoo, April 23, 2016,TUMBLR,True, Saturday
 ,Lose support, April 23, 2016,SAG,False, Saturday
 ,Look inside, April 23, 2016,DECOR,False, Saturday
 ,"""The Glass Bead Game"" author", April 23, 2016,HESSE,False, Saturday
 ,"10/15, e.g.", April 23, 2016,IDES,False, Saturday
 ,Table material, April 23, 2016,DATASET,False, Saturday
 ,Garbage, April 23, 2016,ROT,False, Saturday
 ,Acronym in 1990s news, April 23, 2016,NAFTA,False, Saturday
 ,Ingredient in a Dark 'n' Stormy, April 23, 2016,RUM,False, Saturday
 ,1936 novel family, April 23, 2016,OHARAS,False, Saturday
 ,"Wander around Hollywood, maybe", April 23, 2016,STARGAZE,False, Saturday
 ,Banded status symbols, April 23, 2016,ROLEXES,False, Saturday
 ,Paris suburb that holds the tombs of numerous Fr. monarchs, April 23, 2016,STDENIS,False, Saturday
 ,Ideal height for some contact, April 23, 2016,EYELEVEL,True, Saturday
 ,Counterintelligence grp. in 007 novels, April 23, 2016,SMERSH,False, Saturday
 ,Partners of 58-Across, April 23, 2016,MAS,False, Saturday
 ,"""CSI"" setting", April 23, 2016,VEGAS,False, Saturday
 ,Intl. org. that was the first to land a probe on a comet (2014), April 23, 2016,ESA,False, Saturday
 ,Cheese dish, April 23, 2016,RAREBIT,False, Saturday
 ,"Novel character with ""a comfortable home and happy disposition""", April 23, 2016,EMMA,False, Saturday
 ,Some party wear, April 23, 2016,TOGAS,False, Saturday
 ,Shop item, April 23, 2016,LATHE,False, Saturday
 ,Partners of 44-Across, April 23, 2016,PAS,False, Saturday
 ,"""Aladdin"" setting", April 23, 2016,ARABIA,False, Saturday
 ,Chocolaty treats introduced in 1932, April 23, 2016,MARSBARS,False, Saturday
 ,Piece of den furniture, April 23, 2016,LAZBOY,False, Saturday
 ,Relationship in many a Seth Rogen film, April 23, 2016,BROMANCE,False, Saturday
 ,"Sitcom character whose dancing is described as ""a full-body dry heave""", April 23, 2016,ELAINE,False, Saturday
 ,Frowned-upon construction material, April 23, 2016,ASBESTOS,False, Saturday
 ,Portia de ___ (Ellen DeGeneres's wife), April 23, 2016,ROSSI,False, Saturday
 ,In the future, April 23, 2016,AHEAD,False, Saturday
 ,Some home remedies, April 23, 2016,GINGERALES,False, Saturday
 ,Hall of fame on TV, April 23, 2016,EDD,False, Saturday
 ,Learning center, April 23, 2016,QUAD,False, Saturday
 ,"Like all contestants on ""The Bachelor""", April 23, 2016,UNWED,False, Saturday
 ,How soda may be sold, April 23, 2016,INACAN,False, Saturday
 ,"Highlanders, e.g.", April 23, 2016,TOYOTAS,False, Saturday
 ,Astronomers' std., April 23, 2016,GST,False, Saturday
 ,Parent's reproof, April 23, 2016,YOUHEARDME,True, Saturday
 ,Citi Field icon, April 23, 2016,MRMET,False, Saturday
 ,"Winners at the Battle of Chickasaw Bayou, for short", April 23, 2016,REBS,False, Saturday
 ,"""___ well""", April 23, 2016,ALLS,False, Saturday
 ,"Pericles' domain, in Shakespeare", April 23, 2016,TYRE,False, Saturday
 ,Lots, April 23, 2016,RAFTS,False, Saturday
 ,The New Yorker cartoonist Edward, April 23, 2016,SOREL,False, Saturday
 ,Need for sabermetricians, April 23, 2016,STATS,False, Saturday
 ,Panama Papers revelation, April 23, 2016,TAXEVASION,True, Saturday
 ,Went unchecked, April 23, 2016,RANRAMPANT,True, Saturday
 ,Tomb Raider weaponry, April 23, 2016,UZIS,False, Saturday
 ,Go together, April 23, 2016,MESH,False, Saturday
 ,"Self-described ""Family City U.S.A.""", April 23, 2016,OREM,False, Saturday
 ,College athlete wearing blue and gray, April 23, 2016,HOYA,False, Saturday
 ,End, April 23, 2016,SEVER,False, Saturday
 ,One of the 12 gifts of Christmas, April 23, 2016,GEESE,False, Saturday
 ,"Jason of ""How I Met Your Mother""", April 23, 2016,SEGEL,False, Saturday
 ,"1987 #1 hit with the lyric ""Soy capitn, soy capitn""", April 23, 2016,LABAMBA,False, Saturday
 ,Things played on the floor, April 23, 2016,SITARS,False, Saturday
 ,Black hat wearer, April 23, 2016,RABBI,False, Saturday
 ,Pound, April 23, 2016,THROB,False, Saturday
 ,"___ Island, Fla.", April 23, 2016,MARCO,False, Saturday
 ,Yo-yos, April 23, 2016,ASSES,False, Saturday
 ,"""The Twilight Zone"" episode, usually", April 23, 2016,TALE,False, Saturday
 ,Like some arguments, April 23, 2016,ORAL,False, Saturday
 ,City captured during the Six-Day War, April 23, 2016,GAZA,False, Saturday
 ,"""A Series of Unfortunate Events"" villainess", April 23, 2016,ESME,False, Saturday
 ,Word that sounds like a letter of the alphabet that's not in it, April 23, 2016,AYE,False, Saturday
 ,"Results of some four-year programs, for short", April 23, 2016,BAS,False, Saturday
 ,"Artificial eyelashes, informally", April 15, 2016,FALSIES,False, Friday
 ,Things with round numbers?, April 15, 2016,BARTABS,False, Friday
 ,Reply to a pushy person, April 15, 2016,ISAIDNO,False, Friday
 ,Far out?, April 15, 2016,EXURBAN,False, Friday
 ,"Not flirting with your friend's girlfriend, e.g.", April 15, 2016,GUYCODE,True, Friday
 ,"Gets crushed by, say", April 15, 2016,LOSESTO,False, Friday
 ,"""Cats"" monogram", April 15, 2016,TSE,False, Friday
 ,Peaceful protests, April 15, 2016,LOVEINS,False, Friday
 ,Athletic great whose name and jersey number rhyme, April 15, 2016,ORR,False, Friday
 ,I Samuel preceder, April 15, 2016,RUTH,False, Friday
 ,"Point ___, Calif.", April 15, 2016,REYES,False, Friday
 ,Problem on a record, April 15, 2016,BLOT,False, Friday
 ,Really get to, April 15, 2016,EATAT,False, Friday
 ,Yankee opposer, April 15, 2016,REB,False, Friday
 ,"Color whose name is French for ""mole""", April 15, 2016,TAUPE,False, Friday
 ,It may represent November, April 15, 2016,ELEVEN,False, Friday
 ,Quit, April 15, 2016,DESISTED,False, Friday
 ,Seat of Oklahoma's Garfield County, April 15, 2016,ENID,False, Friday
 ,They surround lenses, April 15, 2016,RIMS,False, Friday
 ,"Friend on ""Friends""", April 15, 2016,CHANDLER,False, Friday
 ,"Zip, as a Ziploc, say", April 15, 2016,RESEAL,False, Friday
 ,Angel hair toppers?, April 15, 2016,HALOS,False, Friday
 ,Shout while shaking a pompom, April 15, 2016,RAH,False, Friday
 ,Friend of Buckwheat, April 15, 2016,DARLA,False, Friday
 ,Give out, April 15, 2016,EMIT,False, Friday
 ,The band fun. and others, April 15, 2016,TRIOS,False, Friday
 ,Look through?, April 15, 2016,XRAY,False, Friday
 ,Ring letters, April 15, 2016,WBA,False, Friday
 ,"""Take it easy, bro!""", April 15, 2016,CHILLAX,False, Friday
 ,"""Odi et ___"" (Catullus poem)", April 15, 2016,AMO,False, Friday
 ,Beyond the requirement, April 15, 2016,TOSPARE,False, Friday
 ,Electronic music genre, April 15, 2016,DUBSTEP,True, Friday
 ,Bogey, April 15, 2016,ONEOVER,False, Friday
 ,"Pouring poison into a stream, e.g.", April 15, 2016,ECOCIDE,False, Friday
 ,"Answer to ""Capisce?""", April 15, 2016,YESISEE,False, Friday
 ,Spicy cuisine, April 15, 2016,MEXICAN,False, Friday
 ,Plant seen on the Sistine Chapel ceiling, April 15, 2016,FIGTREE,False, Friday
 ,In an ordinary fashion, April 15, 2016,ASUSUAL,False, Friday
 ,Shower clothes, April 15, 2016,LAYETTE,False, Friday
 ,Quotation qualifier, April 15, 2016,SIC,False, Friday
 ,Teenage dream?, April 15, 2016,IDOL,False, Friday
 ,"""Star Wars"" moon", April 15, 2016,ENDOR,False, Friday
 ,In any way, April 15, 2016,SOEVER,False, Friday
 ,Certain pop music fan of the 2010s, April 15, 2016,BELIEBER,True, Friday
 ,Cellular transmitters, April 15, 2016,AXONS,False, Friday
 ,Bygone sportscaster Hodges, April 15, 2016,RUSS,False, Friday
 ,"___ Styles, lead character in ""Boyz N the Hood""", April 15, 2016,TRE,False, Friday
 ,Screwdriver selection, April 15, 2016,ABSOLUT,False, Friday
 ,Gotham building-climbing tool, April 15, 2016,BATROPE,True, Friday
 ,Expressed derision, April 15, 2016,SNORTED,False, Friday
 ,Sized up, April 15, 2016,EYED,False, Friday
 ,One low on dough, April 15, 2016,HAVENOT,False, Friday
 ,Big wind, April 15, 2016,BASSSAX,False, Friday
 ,Keeps a watch on, April 15, 2016,TENDS,False, Friday
 ,Kept a watch on?, April 15, 2016,TIMED,False, Friday
 ,Bagel, April 15, 2016,NIL,False, Friday
 ,"""Right honourable"" sort", April 15, 2016,SIR,False, Friday
 ,Behind, April 15, 2016,DERRIERE,False, Friday
 ,Treat for a dog, April 15, 2016,CHEWTOY,False, Friday
 ,Treat for a dog, April 15, 2016,HAMBONE,False, Friday
 ,Things you can assume, April 15, 2016,ALIASES,False, Friday
 ,Skate park fixture, April 15, 2016,RAIL,False, Friday
 ,All over the place, April 15, 2016,ERRATIC,False, Friday
 ,"California's so-called ""Island City""", April 15, 2016,ALAMEDA,False, Friday
 ,Make public, April 15, 2016,LAYOPEN,False, Friday
 ,Poker variant, April 15, 2016,HOLDEM,False, Friday
 ,Low par, April 15, 2016,THREE,False, Friday
 ,Angel hair topper, April 15, 2016,SAUCE,False, Friday
 ,Quicken Loans Arena cagers, April 15, 2016,CAVS,False, Friday
 ,___ One (2013 release), April 15, 2016,XBOX,False, Friday
 ,Pounded paste, April 15, 2016,POI,False, Friday
 ,"Zymurgy, e.g.: Abbr.", April 15, 2016,SCI,False, Friday
 ,Uncommon bills, April 20, 2016,TWOS,False, Wednesday
 ,Texas city where Dr Pepper was created, April 20, 2016,WACO,False, Wednesday
 ,Wraiths, April 20, 2016,GHOSTS,False, Wednesday
 ,Reducing wind resistance, April 20, 2016,AERO,False, Wednesday
 ,Hairstyle maintained with a pick, April 20, 2016,AFRO,False, Wednesday
 ,Receptacle in a machine, April 20, 2016,OILCUP,False, Wednesday
 ,Baseball scoring play, April 20, 2016,GRANDSLAM,False, Wednesday
 ,Rara avis, April 20, 2016,ODDONE,False, Wednesday
