title,clue,date,year,answer,unique,day
EDGINESS,It may come down in a storm, August 18, 2013,TELEPHONELINE,True, Sunday
EDGINESS,Divider in a musical score, August 18, 2013,BARLINE,True, Sunday
EDGINESS,Hang-out locale?, August 18, 2013,CLOTHESLINE,False, Sunday
EDGINESS,Wrote a couple of letters?, August 18, 2013,INITIALED,False, Sunday
EDGINESS,Montral street, August 18, 2013,RUE,False, Sunday
EDGINESS,Chef Boyardee offering, August 18, 2013,RAVIOLI,False, Sunday
EDGINESS,Called on the carpet, August 18, 2013,CHASTISED,False, Sunday
EDGINESS,N. Amer./Afr. separator, August 18, 2013,ATL,False, Sunday
EDGINESS,Not finished, August 18, 2013,UNENDED,False, Sunday
EDGINESS,China's Chiang ___-shek, August 18, 2013,KAI,False, Sunday
EDGINESS,Optimistic, August 18, 2013,ROSY,False, Sunday
EDGINESS,Change, August 18, 2013,COINS,False, Sunday
EDGINESS,Visit anew, August 18, 2013,RESEE,False, Sunday
EDGINESS,Loop transports, August 18, 2013,ELS,False, Sunday
EDGINESS,"""There ___ there there""", August 18, 2013,ISNO,False, Sunday
EDGINESS,Like choruses, August 18, 2013,REPEATED,False, Sunday
EDGINESS,Ready-___, August 18, 2013,TOEAT,False, Sunday
EDGINESS,A Bobbsey twin, August 18, 2013,NAN,False, Sunday
EDGINESS,Less certain, August 18, 2013,IFFIER,False, Sunday
EDGINESS,Half-___ (coffee request), August 18, 2013,CAF,False, Sunday
EDGINESS,"""Malice N Wonderland"" rapper Snoop ___", August 18, 2013,DOGG,False, Sunday
EDGINESS,Trains, August 18, 2013,RAIL,False, Sunday
EDGINESS,"""Tootsie"" Oscar nominee", August 18, 2013,TERIGARR,False, Sunday
EDGINESS,"""You want a piece ___?""", August 18, 2013,OFME,False, Sunday
EDGINESS,"Main hood in ""Little Caesar,"" 1931", August 18, 2013,RICO,False, Sunday
EDGINESS,"Without face value, as stock", August 18, 2013,NOPAR,False, Sunday
EDGINESS,Brink, August 18, 2013,VERGE,False, Sunday
EDGINESS,"Two-Face and the Riddler, to Batman", August 18, 2013,FOES,False, Sunday
EDGINESS,French children's song, August 18, 2013,ALOUETTE,False, Sunday
EDGINESS,"""You Gotta Be"" singer, 1994", August 18, 2013,DESREE,False, Sunday
EDGINESS,"Allen of ""Candid Camera""", August 18, 2013,FUNT,False, Sunday
