id,timestamp,price_doc,kremlin_km,full_sq,life_sq,kitch_sq,floor,max_floor,sub_area,okurg_district,price_full,quarter
1,2011-08-20,5850000,15.15621058,43.0,28.12,4.96235294118,4.0,5.0,Bibirevo,North Eastern ,136046.511628,Q3-11
2,2011-08-23,6000000,8.698054189,34.0,19.0,5.06666666667,3.0,9.0,Nagatinskij Zaton,Southern ,176470.588235,Q3-11
3,2011-08-27,5700000,9.067884956,43.0,29.0,7.32712765957,2.0,5.0,Tekstil'shhiki,South Eastern ,132558.139535,Q3-11
4,2011-09-01,13100000,19.48700542,89.0,67.5222222222,18.0059259259,9.0,17.0,Mitino,North Western ,147191.011236,Q3-11
5,2011-09-05,16331452,2.578670647,77.0,70.7777777778,14.1555555556,4.0,8.0,Basmannoe,Central ,212096.779221,Q3-11
6,2011-09-06,9100000,5.645795859,67.0,36.3714285714,14.2887755102,14.0,17.0,Nizhegorodskoe,South Eastern ,135820.895522,Q3-11
7,2011-09-08,5500000,6.468718768,25.0,14.0,2.86363636364,10.0,12.0,Sokol'niki,Eastern ,220000.0,Q3-11
8,2011-09-09,2000000,15.77042634,44.0,30.0666666667,4.4,5.0,9.0,Bibirevo,North Eastern ,45454.5454545,Q3-11
9,2011-09-10,5300000,10.357535,42.0,25.3867924528,6.76981132075,5.0,9.0,Koptevo,Northern ,126190.47619,Q3-11
10,2011-09-13,2000000,10.86912007,36.0,21.0,3.78,9.0,12.0,Kuncevo,Western ,55555.5555556,Q3-11
11,2011-09-16,4650000,17.06679632,36.0,17.0526315789,6.25263157895,12.0,14.0,Kosino-Uhtomskoe,Eastern ,129166.666667,Q3-11
12,2011-09-16,4800000,16.13770406,38.0,18.7432432432,7.00505050505,11.0,16.0,Zapadnoe Degunino,Northern ,126315.789474,Q3-11
13,2011-09-17,5100000,13.2028609,43.0,28.0,7.33333333333,4.0,5.0,Kuncevo,Western ,118604.651163,Q3-11
14,2011-09-19,5200000,4.450091361,31.0,31.0,6.88888888889,4.0,5.0,Presnenskoe,Central ,167741.935484,Q3-11
15,2011-09-19,5000000,5.469215614,31.0,20.671875,5.72238685345,3.0,5.0,Lefortovo,South Eastern ,161290.322581,Q3-11
16,2011-09-20,1850000,14.11860041,51.0,29.3898305085,8.91419491525,15.0,17.0,Mar'ino,South Eastern ,36274.5098039,Q3-11
17,2011-09-20,6300000,10.31352228,47.0,31.0,7.38095238095,4.0,5.0,Kuz'minki,South Eastern ,134042.553191,Q3-11
18,2011-09-20,5900000,8.927901339,42.0,28.1627906977,6.70542635659,2.0,5.0,Nagornoe,Southern ,140476.190476,Q3-11
19,2011-09-22,7900000,17.42368658,59.0,32.45,11.8,10.0,14.0,Kosino-Uhtomskoe,Eastern ,133898.305085,Q3-11
20,2011-09-22,5200000,11.99140951,44.0,29.0,6.59090909091,4.0,5.0,Gol'janovo,Eastern ,118181.818182,Q3-11
21,2011-09-22,8200000,27.17480611,74.0,44.0,9.5652173913,10.0,14.0,Vnukovo,Western ,110810.810811,Q3-11
22,2011-09-22,5200000,13.91848212,39.0,30.5882352941,7.38336713996,7.0,14.0,Juzhnoe Tushino,North Western ,133333.333333,Q3-11
23,2011-09-23,6250000,16.22013333,48.0,34.0,7.84615384615,6.0,9.0,Severnoe Tushino,North Western ,130208.333333,Q3-11
24,2011-09-23,5750000,15.20493154,32.0,18.6744186047,3.77260981912,3.0,9.0,Chertanovo Central'noe,Southern ,179687.5,Q3-11
25,2011-09-23,6000000,15.76595734,34.0,19.0,4.44680851064,11.0,12.0,Juzhnoe Tushino,North Western ,176470.588235,Q3-11
27,2011-09-26,5000000,12.2453805,35.0,20.0,4.78260869565,4.0,9.0,Otradnoe,North Eastern ,142857.142857,Q3-11
28,2011-09-26,4700000,19.68847158,38.0,20.0,6.66666666667,6.0,9.0,Novo-Peredelkino,Western ,123684.210526,Q3-11
29,2011-09-26,8254400,9.068351888,73.0,38.0,9.5,15.0,17.0,Bogorodskoe,Eastern ,113073.972603,Q3-11
30,2011-09-27,5900000,11.55160025,42.0,25.7727272727,8.36483253589,3.0,5.0,Jaroslavskoe,North Eastern ,140476.190476,Q3-11
31,2011-09-27,6200000,14.41586649,40.0,20.5128205128,3.4188034188,12.0,14.0,Strogino,North Western ,155000.0,Q3-11
32,2011-09-27,18300000,15.01059889,81.0,46.0,12.0111111111,24.0,25.0,Hovrino,Northern ,225925.925926,Q3-11
33,2011-09-28,4900000,16.04707598,38.0,34.0,9.06666666667,2.0,9.0,Bibirevo,North Eastern ,128947.368421,Q3-11
34,2011-09-28,4400000,12.33917428,31.0,18.0,5.17830882353,4.0,5.0,Moskvorech'e-Saburovo,Southern ,141935.483871,Q3-11
35,2011-09-28,3900000,37.20515244,39.0,19.0,5.06666666667,1.0,6.0,Staroe Krjukovo,Zelenograd ,100000.0,Q3-11
36,2011-09-28,4850000,14.18326607,39.0,20.0,6.56814449918,1.0,9.0,Mar'ino,South Eastern ,124358.974359,Q3-11
37,2011-09-29,5700000,10.69493206,37.0,18.0,8.0,9.0,12.0,Ljublino,South Eastern ,154054.054054,Q3-11
38,2011-09-30,4300000,14.61997452,27.0,22.3977272727,9.59902597403,4.0,5.0,Caricyno,Southern ,159259.259259,Q3-11
39,2011-09-30,4500000,12.32333481,33.0,18.0,4.0,2.0,8.8,Veshnjaki,Eastern ,136363.636364,Q3-11
40,2011-09-30,2000000,12.85543932,33.0,19.125,4.25,9.0,12.0,Veshnjaki,Eastern ,60606.0606061,Q3-11
41,2011-09-30,6200000,3.921425922,45.0,30.0,5.0,5.0,9.0,Danilovskoe,Southern ,137777.777778,Q3-11
42,2011-09-30,7500000,13.19335936,54.0,30.0,7.5,10.0,12.0,Caricyno,Southern ,138888.888889,Q3-11
43,2011-10-01,5900000,9.145116862,40.0,24.880952381,7.77529761905,3.0,5.0,Preobrazhenskoe,Eastern ,147500.0,Q4-11
44,2011-10-01,9550000,12.69310373,59.0,42.0,9.02941176471,8.0,12.0,Kon'kovo,South Western ,161864.40678,Q4-11
45,2011-10-01,8600000,14.91321439,77.0,38.5,11.6666666667,10.0,12.0,Brateevo,Southern ,111688.311688,Q4-11
46,2011-10-01,2312800,17.94890404,42.0,32.2325581395,9.06540697674,24.0,25.0,Mitino,North Western ,55066.6666667,Q4-11
47,2011-10-03,6200000,12.45895118,38.0,24.1666666667,4.94318181818,4.0,5.0,Vostochnoe Izmajlovo,Eastern ,163157.894737,Q4-11
48,2011-10-03,4833000,18.93333859,36.0,19.5882352941,6.54659442724,5.0,17.0,Novo-Peredelkino,Western ,134250.0,Q4-11
49,2011-10-03,5300000,14.27223184,44.0,30.1333333333,3.42424242424,2.0,12.0,Jaroslavskoe,North Eastern ,120454.545455,Q4-11
50,2011-10-03,5150000,14.41877416,37.0,20.6,5.49333333333,11.0,14.0,Zapadnoe Degunino,Northern ,139189.189189,Q4-11
52,2011-10-03,5098000,16.17954734,37.0,19.0,5.06666666667,6.0,9.0,Vyhino-Zhulebino,South Eastern ,137783.783784,Q4-11
53,2011-10-03,5500000,7.907519074,46.0,29.953125,4.87609011628,9.0,12.0,Tekstil'shhiki,South Eastern ,119565.217391,Q4-11
54,2011-10-03,6000000,5.048867488,38.0,21.1803278689,6.57692307692,11.0,17.0,Donskoe,Southern ,157894.736842,Q4-11
55,2011-10-03,4800000,11.81055208,34.0,19.0,9.0,10.0,16.0,Ljublino,South Eastern ,141176.470588,Q4-11
56,2011-10-04,5500000,11.06517573,43.0,25.0,6.52173913043,1.0,5.0,Novogireevo,Eastern ,127906.976744,Q4-11
57,2011-10-04,2000000,9.766482309,56.0,39.0,9.75,4.0,5.0,Bogorodskoe,Eastern ,35714.2857143,Q4-11
58,2011-10-04,5000000,24.90618499,35.0,27.5,5.72916666667,6.0,9.0,Juzhnoe Butovo,South Western ,142857.142857,Q4-11
59,2011-10-04,9950000,9.204766851,75.0,46.0,8.80402930403,12.0,17.0,Sokol,Northern ,132666.666667,Q4-11
61,2011-10-04,14000000,19.58152764,96.0,50.0,22.2727272727,16.0,22.0,Kurkino,North Western ,145833.333333,Q4-11
62,2011-10-04,7200000,11.53828421,52.0,34.0,8.23411534702,4.0,12.0,Izmajlovo,Eastern ,138461.538462,Q4-11
63,2011-10-04,8400000,7.988774995,44.0,25.2466460268,10.1256601712,10.0,12.0,Preobrazhenskoe,Eastern ,190909.090909,Q4-11
64,2011-10-04,2080000,12.53908266,39.0,39.0,10.1739130435,10.0,12.0,Novogireevo,Eastern ,53333.3333333,Q4-11
65,2011-10-04,5750000,6.122810056,35.0,20.0,5.21739130435,11.0,12.0,Donskoe,Southern ,164285.714286,Q4-11
66,2011-10-05,10011000,14.35624953,63.0,60.0,16.0,12.0,17.0,Severnoe Medvedkovo,North Eastern ,158904.761905,Q4-11
68,2011-10-05,7100000,5.048867488,51.0,28.4262295082,8.82692307692,16.0,17.0,Donskoe,Southern ,139215.686275,Q4-11
70,2011-10-05,6600000,16.45202723,45.0,30.0,8.0,6.0,12.0,Orehovo-Borisovo Severnoe,Southern ,146666.666667,Q4-11
71,2011-10-05,5300000,15.23459354,32.0,18.5,6.16666666667,9.0,12.0,Bibirevo,North Eastern ,165625.0,Q4-11
72,2011-10-05,2630000,13.08630242,64.0,28.0,10.0,10.0,17.0,Ochakovo-Matveevskoe,Western ,41093.75,Q4-11
73,2011-10-06,2600000,3.236725501,66.0,17.0,4.53333333333,2.0,17.0,Taganskoe,Central ,39393.9393939,Q4-11
74,2011-10-06,4550000,14.9674249,38.0,21.5909090909,5.75757575758,8.0,17.0,Dmitrovskoe,Northern ,119736.842105,Q4-11
75,2011-10-06,7400000,4.549846342,37.0,21.3382352941,5.56649616368,6.0,9.0,Donskoe,Southern ,200000.0,Q4-11
76,2011-10-07,5300000,12.16178667,46.0,28.0,7.46666666667,3.0,5.0,Vyhino-Zhulebino,South Eastern ,115217.391304,Q4-11
77,2011-10-07,8900000,17.81151777,74.0,46.0,12.2666666667,17.0,22.0,Orehovo-Borisovo Juzhnoe,Southern ,120270.27027,Q4-11
78,2011-10-07,4950000,11.55109863,30.0,17.0,4.04761904762,7.0,9.0,Kuz'minki,South Eastern ,165000.0,Q4-11
79,2011-10-07,7800000,15.95980721,53.0,30.0,6.66666666667,13.0,14.0,Teplyj Stan,South Western ,147169.811321,Q4-11
80,2011-10-07,17600000,12.47054357,133.0,64.0,15.4995112414,2.0,17.0,Izmajlovo,Eastern ,132330.827068,Q4-11
85,2011-10-07,9000000,22.85345731,63.0,34.1842105263,10.6825657895,2.0,10.0,Juzhnoe Butovo,South Western ,142857.142857,Q4-11
86,2011-10-07,6700000,13.68062591,43.0,21.0,4.94186046512,7.0,9.0,Babushkinskoe,North Eastern ,155813.953488,Q4-11
88,2011-10-08,4000000,36.66979069,34.0,20.0,5.33333333333,7.0,12.0,Staroe Krjukovo,Zelenograd ,117647.058824,Q4-11
89,2011-10-08,4450000,11.61569282,43.0,27.3095238095,6.09494161649,9.0,12.0,Pokrovskoe Streshnevo,North Western ,103488.372093,Q4-11
90,2011-10-10,12500000,13.47367148,76.0,56.5135135135,23.7951635846,7.0,15.0,Kon'kovo,South Western ,164473.684211,Q4-11
91,2011-10-10,3775000,12.58901859,32.0,18.7169811321,5.67181246427,8.0,17.0,Obruchevskoe,South Western ,117968.75,Q4-11
92,2011-10-11,9500000,7.640407131,50.0,29.6666666667,6.7206744868,5.0,9.0,Filevskij Park,Western ,190000.0,Q4-11
93,2011-10-11,990000,11.73428115,32.0,18.0,4.09090909091,8.0,9.0,Troparevo-Nikulino,Western ,30937.5,Q4-11
94,2011-10-11,7000000,20.17649107,72.0,42.4189189189,9.86486486486,1.0,9.0,Severnoe Butovo,South Western ,97222.2222222,Q4-11
95,2011-10-11,6504000,11.63605008,45.0,30.0,5.0,3.0,5.0,Otradnoe,North Eastern ,144533.333333,Q4-11
96,2011-10-11,12900000,3.112845828,54.0,37.0,7.30975609756,4.0,8.0,Hamovniki,Central ,238888.888889,Q4-11
98,2011-10-12,9500000,13.29110581,39.0,18.0,5.17830882353,8.0,17.0,Moskvorech'e-Saburovo,Southern ,243589.74359,Q4-11
99,2011-10-12,7100000,17.09906771,51.0,29.9150943396,8.68502738892,15.0,17.0,Solncevo,Western ,139215.686275,Q4-11
101,2011-10-12,5350000,7.658443944,41.0,25.0,5.29513888889,5.0,9.0,Tekstil'shhiki,South Eastern ,130487.804878,Q4-11
102,2011-10-12,8600000,3.103263595,37.0,16.0,3.60634920635,9.0,12.0,Dorogomilovo,Western ,232432.432432,Q4-11
103,2011-10-12,5950000,15.73710593,44.0,29.7666666667,4.15348837209,4.0,5.0,Bibirevo,North Eastern ,135227.272727,Q4-11
104,2011-10-13,2900000,14.59283418,38.0,34.0,9.06666666667,3.0,4.0,Severnoe Medvedkovo,North Eastern ,76315.7894737,Q4-11
105,2011-10-13,4146000,10.22408395,26.0,15.6,3.96290322581,6.0,17.0,Timirjazevskoe,Northern ,159461.538462,Q4-11
106,2011-10-13,5200000,8.022196984,34.0,19.0,4.875,9.0,12.0,Bogorodskoe,Eastern ,152941.176471,Q4-11
107,2011-10-13,6300000,15.55295113,52.0,31.4418604651,7.41705426357,1.0,12.0,Lianozovo,North Eastern ,121153.846154,Q4-11
109,2011-10-13,7200000,8.807559671,46.0,27.0641025641,8.23690078038,14.0,17.0,Izmajlovo,Eastern ,156521.73913,Q4-11
110,2011-10-13,13800000,14.08102571,77.0,42.0416666667,11.6285460993,15.0,17.0,Hovrino,Northern ,179220.779221,Q4-11
111,2011-10-13,6200000,9.255590411,44.0,20.0,12.0,8.0,9.0,Pechatniki,South Eastern ,140909.090909,Q4-11
112,2011-10-13,6800000,8.391636715,54.0,31.0,7.75,1.0,5.0,Bogorodskoe,Eastern ,125925.925926,Q4-11
113,2011-10-13,7200000,38.63354573,74.0,43.8157894737,10.1897184823,8.0,9.0,Krjukovo,Zelenograd ,97297.2972973,Q4-11
114,2011-10-13,6350000,5.761174676,46.0,28.0,7.75095785441,4.0,5.0,Lefortovo,South Eastern ,138043.478261,Q4-11
115,2011-10-13,4750000,12.21702258,32.0,18.1333333333,5.46878306878,8.0,9.0,Gol'janovo,Eastern ,148437.5,Q4-11
116,2011-10-14,6100000,16.54739564,50.0,30.0,8.0,8.0,12.0,Dmitrovskoe,Northern ,122000.0,Q4-11
117,2011-10-14,8100000,17.17148587,58.0,43.0,9.55555555556,4.0,9.0,Jasenevo,South Western ,139655.172414,Q4-11
118,2011-10-14,6800000,19.53960009,54.0,32.0,8.13636363636,15.0,17.0,Novo-Peredelkino,Western ,125925.925926,Q4-11
119,2011-10-14,4650000,13.46359069,32.0,19.462962963,4.32510288066,3.0,5.0,Chertanovo Severnoe,Southern ,145312.5,Q4-11
120,2011-10-14,5759000,8.839252407,78.0,47.0,10.4444444444,6.0,17.0,Rjazanskij,South Eastern ,73833.3333333,Q4-11
122,2011-10-14,2000000,15.69361904,36.0,22.2857142857,4.5742434905,2.0,9.0,Lianozovo,North Eastern ,55555.5555556,Q4-11
123,2011-10-14,6100000,37.90361367,57.0,32.5714285714,15.6842532468,2.0,16.0,Silino,Zelenograd ,107017.54386,Q4-11
124,2011-10-14,1200000,12.70520529,39.0,20.0,8.0,8.0,9.0,Ochakovo-Matveevskoe,Western ,30769.2307692,Q4-11
125,2011-10-14,11000000,3.778450629,61.0,42.7260273973,6.57323498419,1.0,5.0,Hamovniki,Central ,180327.868852,Q4-11
126,2011-10-14,7950000,8.259983941,52.0,29.7169811321,7.92452830189,5.0,9.0,Bogorodskoe,Eastern ,152884.615385,Q4-11
127,2011-10-14,8000000,6.12786558,48.0,31.0,8.08695652174,5.0,9.0,Donskoe,Southern ,166666.666667,Q4-11
128,2011-10-15,4950000,15.03695598,39.0,21.0,5.6,6.0,9.0,Orehovo-Borisovo Severnoe,Southern ,126923.076923,Q4-11
130,2011-10-15,8300000,5.53869081,51.0,29.9388888889,8.69193548387,15.0,17.0,Lefortovo,South Eastern ,162745.098039,Q4-11
131,2011-10-15,4800000,12.44714801,33.0,32.0,8.34782608696,5.0,9.0,Golovinskoe,Northern ,145454.545455,Q4-11
132,2011-10-15,4850000,13.66865858,40.0,20.7692307692,7.91208791209,3.0,9.0,Ivanovskoe,Eastern ,121250.0,Q4-11
133,2011-10-15,2000000,12.29626777,47.0,29.6304347826,5.10869565217,3.0,9.0,Otradnoe,North Eastern ,42553.1914894,Q4-11
134,2011-10-15,5900000,10.61340392,37.0,19.0,5.13513513514,1.0,5.0,Obruchevskoe,South Western ,159459.459459,Q4-11
135,2011-10-15,6000000,12.52351362,44.0,28.3555555556,4.88888888889,4.0,5.0,Kon'kovo,South Western ,136363.636364,Q4-11
136,2011-10-17,4700000,6.067378669,32.0,20.0,5.53639846743,2.0,5.0,Lefortovo,South Eastern ,146875.0,Q4-11
137,2011-10-17,6100000,14.71686976,53.0,32.0,9.0,1.0,5.0,Novokosino,Eastern ,115094.339623,Q4-11
138,2011-10-17,7450000,8.456131078,55.0,35.4938271605,6.02725366876,3.0,5.0,Bogorodskoe,Eastern ,135454.545455,Q4-11
139,2011-10-17,5000000,4.538423495,51.0,28.0,7.46666666667,3.0,5.0,Taganskoe,Central ,98039.2156863,Q4-11
140,2011-10-17,4750000,7.527602727,32.0,19.0,5.03571428571,7.0,9.0,Nagatino-Sadovniki,Southern ,148437.5,Q4-11
141,2011-10-17,3500000,14.96447148,22.0,14.0,3.5,9.0,17.0,Dmitrovskoe,Northern ,159090.909091,Q4-11
142,2011-10-18,2000000,15.15935434,36.0,17.5,10.0,10.0,12.0,Orehovo-Borisovo Severnoe,Southern ,55555.5555556,Q4-11
143,2011-10-18,6000000,14.90243674,44.0,27.0,4.82142857143,1.0,5.0,Severnoe Medvedkovo,North Eastern ,136363.636364,Q4-11
145,2011-10-18,1500000,17.7292386,43.0,26.6931818182,8.28409090909,7.0,12.0,Birjulevo Vostochnoe,Southern ,34883.7209302,Q4-11
146,2011-10-18,8150000,13.95951442,51.0,30.0,8.0,3.0,12.0,Severnoe Izmajlovo,Eastern ,159803.921569,Q4-11
147,2011-10-18,4600000,7.291411509,102.0,58.65,12.75,11.0,12.0,Sokolinaja Gora,Eastern ,45098.0392157,Q4-11
148,2011-10-18,14103600,8.067295599,117.0,89.7077922078,11.4520585797,20.0,22.0,Nagatino-Sadovniki,Southern ,120543.589744,Q4-11
149,2011-10-18,5600000,7.946767256,31.0,20.0,5.33333333333,1.0,5.0,Nagatinskij Zaton,Southern ,180645.16129,Q4-11
150,2011-10-18,6200000,14.55797322,59.0,42.0,11.2,9.0,12.0,Vostochnoe Degunino,Northern ,105084.745763,Q4-11
151,2011-10-19,4450000,11.71993975,30.0,18.0,5.0,3.0,5.0,Ljublino,South Eastern ,148333.333333,Q4-11
152,2011-10-19,7050000,20.75609694,54.0,32.0,8.6303030303,13.0,14.0,Novo-Peredelkino,Western ,130555.555556,Q4-11
154,2011-10-19,6800000,10.85060308,39.0,23.4,5.85,18.0,22.0,Prospekt Vernadskogo,Western ,174358.974359,Q4-11
156,2011-10-19,6450000,14.84491007,59.0,35.3888888889,9.43703703704,2.0,5.0,Dmitrovskoe,Northern ,109322.033898,Q4-11
157,2011-10-20,6900000,6.789300619,44.0,29.0,5.97058823529,4.0,5.0,Ajeroport,Northern ,156818.181818,Q4-11
158,2011-10-20,7000000,12.15905325,54.0,35.0,7.36842105263,5.0,9.0,Vojkovskoe,Central ,129629.62963,Q4-11
159,2011-10-20,7500000,9.60860168,60.0,42.0,7.5,2.0,4.0,Ochakovo-Matveevskoe,Western ,125000.0,Q4-11
160,2011-10-20,5200000,17.28112745,34.0,19.36,2.5252173913,3.0,9.0,Solncevo,Western ,152941.176471,Q4-11
161,2011-10-20,10800000,13.10362639,86.0,50.0,23.1026785714,18.0,22.0,Mar'ino,South Eastern ,125581.395349,Q4-11
162,2011-10-20,5250000,11.61326164,36.0,19.0,4.95652173913,8.0,9.0,Beskudnikovskoe,Northern ,145833.333333,Q4-11
163,2011-10-20,9850000,22.44709443,74.0,29.6,19.0285714286,11.0,17.0,Juzhnoe Butovo,South Western ,133108.108108,Q4-11
164,2011-10-20,5700000,19.15980422,39.0,21.6666666667,6.96072796935,6.0,16.0,Severnoe Butovo,South Western ,146153.846154,Q4-11
166,2011-10-20,2000000,13.76365791,36.0,18.5,6.16666666667,11.0,12.0,Moskvorech'e-Saburovo,Southern ,55555.5555556,Q4-11
167,2011-10-20,5550000,12.35354292,44.0,28.0,6.0,7.0,9.0,Vostochnoe Degunino,Northern ,126136.363636,Q4-11
168,2011-10-20,3000000,23.05048525,38.0,19.0,7.6,12.0,17.0,Juzhnoe Butovo,South Western ,78947.3684211,Q4-11
169,2011-10-20,6500000,12.60312985,47.0,27.7179487179,7.23076923077,3.0,5.0,Ochakovo-Matveevskoe,Western ,138297.87234,Q4-11
170,2011-10-20,6400000,8.650671133,42.0,26.0,6.93333333333,4.0,5.0,Nagatinskij Zaton,Southern ,152380.952381,Q4-11
171,2011-10-21,37000000,12.37653429,115.0,85.2741935484,22.7397849462,7.0,8.0,Krylatskoe,Western ,321739.130435,Q4-11
172,2011-10-21,4450000,9.288873485,32.0,18.4242424242,5.81818181818,1.0,5.0,Pechatniki,South Eastern ,139062.5,Q4-11
173,2011-10-21,5000000,5.788287122,30.0,18.0,4.0,8.0,9.0,Juzhnoportovoe,South Eastern ,166666.666667,Q4-11
174,2011-10-21,6000000,9.568890071,37.0,22.0,7.0,4.0,9.0,Bogorodskoe,Eastern ,162162.162162,Q4-11
175,2011-10-21,5600000,10.5333784,44.0,29.6666666667,4.94444444444,3.0,5.0,Kuz'minki,South Eastern ,127272.727273,Q4-11
176,2011-10-21,4300000,17.54223594,35.0,21.7777777778,5.98888888889,5.0,9.0,Birjulevo Vostochnoe,Southern ,122857.142857,Q4-11
177,2011-10-21,4400000,4.129298893,30.0,18.0,3.81818181818,3.0,5.0,Danilovskoe,Southern ,146666.666667,Q4-11
178,2011-10-22,11900000,14.9610073,78.0,43.0344827586,15.1886409736,3.0,5.0,Hovrino,Northern ,152564.102564,Q4-11
180,2011-10-22,5050000,9.843632861,32.0,20.0,5.26315789474,7.0,9.0,Perovo,Eastern ,157812.5,Q4-11
182,2011-10-22,10239000,7.280186899,68.0,43.8421052632,8.08576998051,2.0,12.0,Akademicheskoe,South Western ,150573.529412,Q4-11
183,2011-10-22,4950000,15.16474148,38.0,20.0,5.33333333333,2.0,5.0,Orehovo-Borisovo Severnoe,Southern ,130263.157895,Q4-11
184,2011-10-22,5300000,15.64402897,38.0,19.0,6.53333333333,7.0,9.0,Brateevo,Southern ,139473.684211,Q4-11
