category,author,title,num_comments,tags,article_url,time,recs_urls
entertainment,Japhy Grant,Morning Aural: Grizzly Bear,2,entertainment|daily aural|grizzly bear|japhy grant|music videos,https://www.queerty.com/morning-aural-grizzly-bear-20090203,2009-02-03T10:04:24+00:00,http://goto-image.com/path/lp.php?trvid=10045&trvx=f7a1f6a6&t202id=1121&h=10&ia=phone3-1&t202kw=ta-ph-d007-14&c1=gaycities-queerty&eid=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSFmNvbnN1bWVyZGFpbHktY2FibGUtc2M|http://goto-image.com/path/lp.php?trvid=10045&trvx=f7a1f6a6&t202id=1121&h=10&ia=phone3-1&t202kw=ta-ph-d007-14&c1=gaycities-queerty&eid=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSFmNvbnN1bWVyZGFpbHktY2FibGUtc2M|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Japhy Grant,Daily Aural: Jennifer Hudson,3,entertainment|daily aural|music videos,https://www.queerty.com/daily-aural-jennifer-hudson-20090202,2009-02-02T12:01:32+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.lifedaily.com/story/new-evidence-in-case-of-missing-disney-cruise-line-crew-member/source/taboola/?utm_taboola_id=517423#utm_medium=referral&utm_source=taboola&utm_campaign=TB-WL-DisneyCruise|http://www.lifedaily.com/story/new-evidence-in-case-of-missing-disney-cruise-line-crew-member/source/taboola/?utm_taboola_id=517423#utm_medium=referral&utm_source=taboola&utm_campaign=TB-WL-DisneyCruise|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Japhy Grant,Thought of the Day: The Utah Standard-Examiner Editorial Board,3,entertainment|common ground initiative|lgbt rights|utah,https://www.queerty.com/thought-of-the-day-the-utah-standard-examiner-editorial-board-20090202,2009-02-02T11:50:54+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A28&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A28&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Queerty Staff,One Way to Get Us to Watch the Super Bowl: Porn,5,entertainment|porn|super bowl|television,https://www.queerty.com/one-way-to-get-us-to-watch-the-super-bowl-porn-20090202,2009-02-02T11:39:13+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.lifedaily.com/story/new-evidence-in-case-of-missing-disney-cruise-line-crew-member/source/taboola/?utm_taboola_id=517423#utm_medium=referral&utm_source=taboola&utm_campaign=TB-WL-DisneyCruise|http://www.lifedaily.com/story/new-evidence-in-case-of-missing-disney-cruise-line-crew-member/source/taboola/?utm_taboola_id=517423#utm_medium=referral&utm_source=taboola&utm_campaign=TB-WL-DisneyCruise|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Queerty Staff,Kelly Clarksons Leap Frog,1,entertainment|kelly clarkson|music,https://www.queerty.com/kelly-clarksons-leap-frog-20090129,2009-01-29T12:45:46+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A36&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A36&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Japhy Grant,Daily Aural: Michael Jackson,2,entertainment|daily aural|music videos,https://www.queerty.com/daily-aural-michael-jackson-20090129,2009-01-29T10:25:39+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A40&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A40&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Japhy Grant,Daily Aural: The Killers,7,entertainment|daily aural|music videos,https://www.queerty.com/daily-aural-the-killers-20090126,2009-01-26T09:00:07+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.lifedaily.com/story/new-evidence-in-case-of-missing-disney-cruise-line-crew-member/source/taboola/?utm_taboola_id=517423#utm_medium=referral&utm_source=taboola&utm_campaign=TB-WL-DisneyCruise|http://www.lifedaily.com/story/new-evidence-in-case-of-missing-disney-cruise-line-crew-member/source/taboola/?utm_taboola_id=517423#utm_medium=referral&utm_source=taboola&utm_campaign=TB-WL-DisneyCruise|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Japhy Grant,This is Why Everyone Hates Hollywood,32,entertainment|celebs / celebrities|psa|stupid,https://www.queerty.com/this-is-why-everyone-hates-hollywood-20090123,2009-01-23T11:15:01+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A49&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A49&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Queerty Staff,A Blog For Gay Horror Fans,3,entertainment|blogs|horror|movies,https://www.queerty.com/a-blog-for-gay-horror-fans-20090123,2009-01-23T09:29:36+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A55&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A55&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
entertainment,Japhy Grant,Daily Aural: Dirty Epics,,entertainment|music videos,https://www.queerty.com/daily-aural-dirty-epics-20090123,2009-01-23T08:30:30+00:00,http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|http://saveondentalimplant.com/?utm_source=tboo&utm_medium=CPC&utm_term=Dental%20Implants&utm_campaign=DentalImplant_01_M&utm_targeting=gaycities-queerty&adid=37949983&subsrc=500284&src=Desktop&keyword=Dental%20Implants&token=CiQzOWFlNjFhZi1kNWVmLTRkNjktOWMzYi0yYzdiMzA0MjVjYjQSDXJpZ2h0cmVhY2gtc2M&campaign=34843910|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://www.queerty.com/model-charles-laurent-marchands-scruff-pics-no-longer-private-20161207|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|https://plarium.com/play/en/vikings/005_village_anim_g?publisherID=gaycities-queerty&plid=101491&pxl=taboola_fr|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://www.queerty.com/man-says-too-big-bulge-got-him-kicked-out-of-sexist-public-pool-20140122|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://definition.org/waltons-family-happened/?utm_source=Taboola&utm_medium=gaycities-queerty&utm_campaign=DEF_US_D_Taboola_33890_403776&utm_content=29356417|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|http://www.queerty.com/full-frontal-scenes-suggest-sense8-actor-was-circumcised-between-roles-you-be-the-judge-20151216|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A59&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://bestcompany.com/tax-debt/??sp=tabo&caid=TaxDebtT_C&crid=41413276&pid=gaycities-queerty&dt=Desktop&gclid=2017-05-03+19%3A02%3A59&utm_source=Taboola&utm_medium=DADS&utm_campaign=TaxDebtT_C|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231|https://www.queerty.com/photos-heres-every-male-celebrity-bared-2016-20161231
