title,clue,date,year,answer,day
 ,In ___ (existing), June 24, 2013,ESSE, Monday
 ,Amorphous mass, June 24, 2013,BLOB, Monday
 ,One of the Three B's of classical music, June 24, 2013,BACH, Monday
 ,Fox series set in William McKinley High School, June 24, 2013,GLEE, Monday
 ,Tibia or fibula, June 24, 2013,BONE, Monday
 ,Singer Abdul, June 24, 2013,PAULA, Monday
 ,Original maker of a 38-Across, June 24, 2013,GIRLSCOUT, Monday
 ,Moving about, June 24, 2013,ASTIR, Monday
 ,Huge hit, June 24, 2013,SMASH, Monday
 ,Light horse-drawn carriage with one seat, June 24, 2013,STANHOPE, Monday
 ,"Boxer who floated like a butterfly, stung like a bee", June 24, 2013,ALI, Monday
 ,Japanese sash, June 24, 2013,OBI, Monday
 ,Ingredients in a 38-Across, June 24, 2013,GRAHAMCRACKERS, Monday
 ,Weight-loss program, June 24, 2013,DIET, Monday
 ,Amigo, June 24, 2013,PAL, Monday
 ,Ranee's wrap, June 24, 2013,SAREE, Monday
 ,___ of Capri, June 24, 2013,ISLE, Monday
 ,Sweet treat, June 24, 2013,SMORE, Monday
 ,Deadly poison, June 24, 2013,BANE, Monday
 ,Mascara problem, June 24, 2013,SMEAR, Monday
 ,Dress (up), June 24, 2013,TOG, Monday
 ,Lone Star State sch. near the Rio Grande, June 24, 2013,UTEP, Monday
 ,Ingredient in a 38-Across, June 24, 2013,HOTMARSHMALLOW, Monday
 ,"Steve Martin's ""King ___""", June 24, 2013,TUT, Monday
 ,Hullabaloo, June 24, 2013,ADO, Monday
 ,Joke you've heard many times before, June 24, 2013,CHESTNUT, Monday
 ,Fragrant wood, June 24, 2013,CEDAR, Monday
 ,Acoustic, June 24, 2013,AURAL, Monday
 ,Ingredient in a 38-Across, June 24, 2013,CHOCOLATE, Monday
 ,Haggard with 38 #1 country hits, June 24, 2013,MERLE, Monday
 ,Sea creature with pincers, June 24, 2013,CRAB, Monday
 ,Boutique, June 24, 2013,SHOP, Monday
 ,"""Hey ... over here!""", June 24, 2013,PSST, Monday
 ,Sharer's word, June 24, 2013,OURS, Monday
 ,Classic trees on shady streets, June 24, 2013,ELMS, Monday
 ,They're bought by the dozen, June 24, 2013,EGGS, Monday
 ,Thin, June 24, 2013,SLIM, Monday
 ,"Song word repeated after ""Que""", June 24, 2013,SERA, Monday
 ,Fish caught in pots, June 24, 2013,EELS, Monday
 ,"Original ""Monty Python"" airer", June 24, 2013,BBC, Monday
 ,Brit's toilet, June 24, 2013,LOO, Monday
 ,Burden, June 24, 2013,ONUS, Monday
 ,Gambler, June 24, 2013,BETTOR, Monday
 ,Big party, June 24, 2013,BASH, Monday
 ,Volvo or VW, June 24, 2013,AUTO, Monday
 ,Video segment, June 24, 2013,CLIP, Monday
 ,Tortoise racer, June 24, 2013,HARE, Monday
 ,Freaks out in fear, June 24, 2013,PANICS, Monday
 ,Bygone head of Iran, June 24, 2013,SHAH, Monday
 ,Attorney's org., June 24, 2013,ABA, Monday
 ,200 in the Indianapolis 500, June 24, 2013,LAPS, Monday
 ,Muslim leader, June 24, 2013,IMAM, Monday
 ,Gadget, June 24, 2013,GISMO, Monday
 ,Found a new tenant for, June 24, 2013,RELET, Monday
 ,Mr. T's TV group, June 24, 2013,ATEAM, Monday
 ,Draper's material, June 24, 2013,CLOTH, Monday
 ,Afghani capital, June 24, 2013,KABUL, Monday
 ,Muse of poetry, June 24, 2013,ERATO, Monday
 ,"Extend, as a lease", June 24, 2013,RENEW, Monday
 ,Ooze, June 24, 2013,SEEP, Monday
 ,"Gossip, slangily", June 24, 2013,DISH, Monday
 ,Capital of Italia, June 24, 2013,ROMA, Monday
 ,"""Heavens to Betsy!""", June 24, 2013,EGAD, Monday
 ,Worrisome engine noise, June 24, 2013,RATTLE, Monday
 ,Try for a political office, June 24, 2013,RUN, Monday
 ,Building material applied with a trowel, June 24, 2013,STUCCO, Monday
 ,Bananas, June 24, 2013,LOCO, Monday
 ,Place to eat a 38-Across, June 24, 2013,CAMP, Monday
 ,Tints, June 24, 2013,HUES, Monday
 ,Blunders, June 24, 2013,ERRS, Monday
 ,NaCl, June 24, 2013,SALT, Monday
 ,Drive-___, June 24, 2013,THRU, Monday
 ,"""... or ___!""", June 24, 2013,ELSE, Monday
 ,Author Roald, June 24, 2013,DAHL, Monday
 ,"Isotope, e.g.", June 24, 2013,ATOM, Monday
 ,"Sales force, informally", June 24, 2013,REPS, Monday
 ,Blade in a boat, June 24, 2013,OAR, Monday
 ,David Letterman's network, June 24, 2013,CBS, Monday
QUESTION BOX,*Some boat covers, June 16, 2013,TTOPS, Sunday
QUESTION BOX,Exorbitant, June 16, 2013,HIGH, Sunday
QUESTION BOX,Eye liner?, June 16, 2013,BROW, Sunday
QUESTION BOX,Climbed, June 16, 2013,ROSE, Sunday
QUESTION BOX,"""Climb onto Papa's lap!""", June 16, 2013,HOPUP, Sunday
QUESTION BOX,Beau's girl, June 16, 2013,AMIE, Sunday
QUESTION BOX,"A lot of the Beatles' ""She Loves You""", June 16, 2013,YEAHS, Sunday
QUESTION BOX,1960s TV boy, June 16, 2013,OPIE, Sunday
QUESTION BOX,Start of a trivia question, June 16, 2013,IFAGIRAFFEHASFOURTEEN, Sunday
QUESTION BOX,Patriots' org., June 16, 2013,NFL, Sunday
QUESTION BOX,Wallops, June 16, 2013,KOS, Sunday
QUESTION BOX,Wallops, June 16, 2013,THUMPS, Sunday
QUESTION BOX,Constellation next to Gemini, June 16, 2013,TAURUS, Sunday
QUESTION BOX,Brooklyn athlete, June 16, 2013,NET, Sunday
QUESTION BOX,Latin phrase at the end of a list, June 16, 2013,ETALII, Sunday
QUESTION BOX,Three-part, June 16, 2013,TRINARY, Sunday
QUESTION BOX,"Trivia question, part 2", June 16, 2013,MORETHANAWALRUSAND, Sunday
QUESTION BOX,Joint czar with Peter I, June 16, 2013,IVANV, Sunday
QUESTION BOX,Drink that's stirred, June 16, 2013,NOG, Sunday
QUESTION BOX,"""If only you could ___ now""", June 16, 2013,SEEME, Sunday
